locusId	sysName	desc	setAS2 c1	setAS3 c2
gene_0155	gene_0155	gene_0155	-0.6487777779959357	-0.7815840184687626
gene_0156	gene_0156	gene_0156	-1.582361419155206	-2.0271986002598004
gene_0157	gene_0157	gene_0157	-0.6654464804498972	-0.5178226556976775
gene_0158	gene_0158	gene_0158	0.040050575799651045	0.41810143813488204
gene_0159	gene_0159	gene_0159	-0.14978067940830214	-0.1415044267902425
gene_0160	gene_0160	gene_0160	-0.45036493987035764	-0.5376732118475421
gene_0161	gene_0161	gene_0161	-0.234997892528056	0.02369147403593133
gene_0162	gene_0162	gene_0162	-0.28545039990062376	-0.3403578972648084
gene_0163	gene_0163	gene_0163	-0.21880431466900993	-0.31910733967488747
gene_0164	gene_0164	gene_0164	-0.4599594679263071	-0.2675604021778791
gene_0165	gene_0165	gene_0165	-0.4126487186673507	-0.37527839679157876
gene_0166	gene_0166	gene_0166	-2.0249111015026626	-2.225805666189688
gene_0167	gene_0167	gene_0167	-1.5948041957781398	-1.6100230256942432
gene_0168	gene_0168	gene_0168	-0.4735856454007249	-0.5143342927123427
gene_0169	gene_0169	gene_0169	-1.2018461224631813	-1.2102638705241235
gene_0170	gene_0170	gene_0170	-0.4745732632159739	-0.27657714311703513
gene_0171	gene_0171	gene_0171	-1.65980107893777	-1.8261801687626003
gene_0172	gene_0172	gene_0172	-0.41225451399247764	-0.5123993143086331
gene_0173	gene_0173	gene_0173	-0.8788127490505659	-0.6856519924826542
gene_0174	gene_0174	gene_0174	-0.2423703968918574	-0.33404617899567324
gene_0175	gene_0175	gene_0175	-0.8453358261136882	-1.1786804739395036
gene_0176	gene_0176	gene_0176	0.28733102247834175	0.6565941170128368
gene_0177	gene_0177	gene_0177	-0.7339430394073732	-0.7058937493649401
gene_0178	gene_0178	gene_0178	-1.6152714420505374	-1.865616582616505
gene_0179	gene_0179	gene_0179	-0.1603997238357868	-0.16727241473537854
gene_0180	gene_0180	gene_0180	-0.6419693942737903	-0.171171912210768
gene_0181	gene_0181	gene_0181	-0.10552020987542915	-0.05694329881056863
gene_0182	gene_0182	gene_0182	-0.5366633669406367	-0.5653636774756259
gene_0183	gene_0183	gene_0183	-0.9683734170367051	-1.099702275684736
gene_0184	gene_0184	gene_0184	0.039128797405668846	0.20608180246455726
gene_0185	gene_0185	gene_0185	-2.046493159031132	-2.3198096802162915
gene_0186	gene_0186	gene_0186	-0.9170262944482785	-0.9936277953304767
gene_0187	gene_0187	gene_0187	-1.1946042446388394	-1.4605154831541813
gene_0188	gene_0188	gene_0188	-0.6903373507548649	-0.8766058775960239
gene_0189	gene_0189	gene_0189	-1.0676798633530287	-1.1058927346205287
gene_0190	gene_0190	gene_0190	-1.2197571837354801	-1.035671210095841
gene_0191	gene_0191	gene_0191	-0.23149386353637175	0.12328641299202675
gene_0192	gene_0192	gene_0192	-1.9194002737174047	-1.9422893402414054
gene_0193	gene_0193	gene_0193	-1.9436833008789833	-2.0813932097612255
gene_0194	gene_0194	gene_0194	-1.2979757648193884	-1.4963892213844152
gene_0195	gene_0195	gene_0195	0.10902736680020231	0.20716369230232667
gene_0196	gene_0196	gene_0196	-0.9259060089052591	-0.9732187533577176
gene_0197	gene_0197	gene_0197	-1.0390378622114749	-1.346092443246401
gene_0198	gene_0198	gene_0198	0.4391366667709111	0.6837088916486732
gene_0199	gene_0199	gene_0199	-1.6962153673307676	-1.9252722402489797
gene_0200	gene_0200	gene_0200	-1.4356067465602877	-1.727446774646718
gene_0201	gene_0201	gene_0201	0.25372683688335745	0.5739662556214009
gene_0202	gene_0202	gene_0202	-0.5519862015742049	-0.7044997791728028
gene_0203	gene_0203	gene_0203	-0.2350939704518861	0.20865652176927
gene_0204	gene_0204	gene_0204	-0.18742894981714095	-0.057912405415525975
gene_0205	gene_0205	gene_0205	-0.5188853203437099	-0.39924448466488344
gene_0206	gene_0206	gene_0206	-1.834124547651154	-2.239834856905023
gene_0207	gene_0207	gene_0207	-1.7118417553072751	-1.8133793867212167
gene_0208	gene_0208	gene_0208	0.06324073921020854	0.19898334735429757
gene_0209	gene_0209	gene_0209	-0.7953218749567478	-0.6427758205377632
gene_0210	gene_0210	gene_0210	-1.263850692637208	-1.641886520336775
gene_0211	gene_0211	gene_0211	-0.9639186419306346	-0.8876320048229193
gene_0212	gene_0212	gene_0212	-0.12701485464954546	-0.18080575664504078
gene_0213	gene_0213	gene_0213	-0.948554474406882	-1.1959750019401187
gene_0214	gene_0214	gene_0214	-1.154076700730418	-1.0326508288975567
gene_0215	gene_0215	gene_0215	-0.8687642947873606	-0.7233418177902876
gene_0216	gene_0216	gene_0216	-0.5782050528214122	-0.6395130901098024
gene_0217	gene_0217	gene_0217	-1.9905329084961525	-1.8924253624595173
gene_0218	gene_0218	gene_0218	-2.0842557718905566	-2.3950460715574353
gene_0219	gene_0219	gene_0219	-1.2192826586781222	-1.6641989652100915
gene_0220	gene_0220	gene_0220	-0.5247762188211204	-0.309018033943996
gene_0221	gene_0221	gene_0221	-1.1973849959510352	-1.1376226369029259
gene_0222	gene_0222	gene_0222	-0.392181993298349	-0.3557981861876232
gene_0223	gene_0223	gene_0223	-0.29367155358154134	-0.4444390089308864
gene_0224	gene_0224	gene_0224	-0.944912343369035	-0.5206374855167132
gene_0225	gene_0225	gene_0225	-0.9503098676301337	-1.2887641673930896
gene_0226	gene_0226	gene_0226	-0.42771457249524597	-0.19094518959387705
gene_0227	gene_0227	gene_0227	-0.0007174873942541871	0.16896167438636123
gene_0228	gene_0228	gene_0228	-1.19699709518199	-1.539165379114748
gene_0229	gene_0229	gene_0229	0.16273886010027638	0.36938070117150557
gene_0230	gene_0230	gene_0230	-0.45994756641478135	-0.46389613986956985
gene_0231	gene_0231	gene_0231	-0.5052287765398755	-0.6206307312777108
gene_0232	gene_0232	gene_0232	-1.6403833785470525	-1.8335125427760621
gene_0233	gene_0233	gene_0233	-0.17168722986471682	-0.25324317494634846
gene_0234	gene_0234	gene_0234	-3.14349169147113	-3.4496328047063014
gene_0235	gene_0235	gene_0235	-0.8035472309496521	-1.0494421976929622
gene_0236	gene_0236	gene_0236	-0.5044899076343576	-0.4915225341974772
gene_0237	gene_0237	gene_0237	-1.9657731705066355	-2.1537645346349943
gene_0238	gene_0238	gene_0238	-2.4717400298480596	-2.4369203105792283
gene_0239	gene_0239	gene_0239	-0.6239083705767607	-0.6297286026621755
gene_0240	gene_0240	gene_0240	-0.6934338916983618	-0.4888630669974026
gene_0241	gene_0241	gene_0241	-0.7184577467284509	-0.7885272043630744
gene_0242	gene_0242	gene_0242	-0.2983813022473044	-0.1648946725484393
gene_0243	gene_0243	gene_0243	0.8281219904750385	1.335536417372034
gene_0244	gene_0244	gene_0244	0.40013932904205507	0.8157374553250538
gene_0245	gene_0245	gene_0245	-1.25792225312517	-1.3900871008067421
gene_0246	gene_0246	gene_0246	-0.30214211255811496	-0.44582493445270494
gene_0247	gene_0247	gene_0247	0.26530442817357314	0.5780599736076568
gene_0248	gene_0248	gene_0248	-2.590422967041616	-2.7898268880219232
gene_0249	gene_0249	gene_0249	0.07494233384773803	0.17297623070699814
gene_0250	gene_0250	gene_0250	-0.6370955531442214	-0.7743948245364586
gene_0251	gene_0251	gene_0251	-0.40258503171313853	-0.41458598044351136
gene_0252	gene_0252	gene_0252	-0.14941489062120022	-0.10846139507094318
gene_0253	gene_0253	gene_0253	-0.9646916112875675	-1.0983135908226493
gene_0254	gene_0254	gene_0254	-1.7932468338140968	-1.9819394168427582
gene_0255	gene_0255	gene_0255	-0.7047870317309559	-0.6665794420803223
gene_0256	gene_0256	gene_0256	-0.702392089138632	-0.914226073386358
gene_0257	gene_0257	gene_0257	-0.4694818867477612	-0.20764560057894388
gene_0258	gene_0258	gene_0258	-1.0086568302572623	-1.3359420572697096
gene_0259	gene_0259	gene_0259	-0.3778334925186292	-0.18769243783511255
gene_0260	gene_0260	gene_0260	0.7496178530453362	1.3890553760687023
gene_0261	gene_0261	gene_0261	-0.5558654692325985	-0.3869229466022568
gene_0262	gene_0262	gene_0262	-0.5244491021984675	-0.7366040815770267
gene_0263	gene_0263	gene_0263	-1.611614430879	-1.5465677902550516
gene_0264	gene_0264	gene_0264	0.06061439538124326	0.37239892777519645
gene_0265	gene_0265	gene_0265	-0.0920664839574752	0.07002261834804831
gene_0266	gene_0266	gene_0266	-1.451194057180525	-1.5167017910231648
gene_0267	gene_0267	gene_0267	-1.243079358767043	-1.11391236392858
gene_0268	gene_0268	gene_0268	-0.9259677327833119	-0.9978206559764404
gene_0269	gene_0269	gene_0269	-0.9572937566863686	-1.2523275053528775
gene_0270	gene_0270	gene_0270	-0.7354403511991072	-0.7325140773887617
gene_0271	gene_0271	gene_0271	-1.4897468974628476	-1.9319783494295417
gene_0272	gene_0272	gene_0272	-0.5735044142828478	-0.717883414936067
gene_0273	gene_0273	gene_0273	-0.3791535306240378	-0.36510148054238095
gene_0274	gene_0274	gene_0274	-0.7583668736920792	-0.6857295011879473
gene_0275	gene_0275	gene_0275	-1.557702648512012	-1.704279685154206
gene_0276	gene_0276	gene_0276	-1.1234917590491351	-0.9042797096484043
gene_0277	gene_0277	gene_0277	0.11631977352489555	0.32506563177003667
gene_0278	gene_0278	gene_0278	-1.4383474545169261	-1.4830428433355871
gene_0279	gene_0279	gene_0279	-0.9081408845411872	-0.9750633177088154
gene_0280	gene_0280	gene_0280	-0.736158285824589	-1.1344524887483702
gene_0281	gene_0281	gene_0281	-1.1237946733072341	-1.2439122020947682
gene_0282	gene_0282	gene_0282	-0.13011885044655844	0.10859148628001539
gene_0283	gene_0283	gene_0283	-0.5788368614883369	-0.7513560190016284
gene_0284	gene_0284	gene_0284	-1.3510036288823228	-1.3882582134632009
gene_0285	gene_0285	gene_0285	0.033794070145176165	0.12582267405906405
gene_0286	gene_0286	gene_0286	-0.11046070268202736	-0.16321938459621904
gene_0287	gene_0287	gene_0287	-0.7892351262349045	-0.5013923296231448
gene_0288	gene_0288	gene_0288	0.04315506178703136	0.2640312846241611
gene_0289	gene_0289	gene_0289	-0.5586698674934094	-0.4670288979914335
gene_0290	gene_0290	gene_0290	-0.5130183881525318	-0.731715118677539
gene_0291	gene_0291	gene_0291	-2.0227609198338343	-2.32047052916145
gene_0292	gene_0292	gene_0292	-2.329311042330565	-2.827838279850706
gene_0293	gene_0293	gene_0293	-2.4796811456380543	-2.734154330428639
gene_0294	gene_0294	gene_0294	-0.3765348255783232	-0.46852515792159477
gene_0295	gene_0295	gene_0295	-0.36385128504433545	-0.5001899180531039
gene_0296	gene_0296	gene_0296	-1.5145180818446098	-1.9156724923666704
gene_0297	gene_0297	gene_0297	0.3346872505425295	0.5657935196184329
gene_0298	gene_0298	gene_0298	-0.32917512867453796	-0.054883605330874996
gene_0299	gene_0299	gene_0299	-0.8592725095517946	-1.2313985021978993
gene_0300	gene_0300	gene_0300	-0.5848597035756077	-0.8980403259863654
gene_0301	gene_0301	gene_0301	-0.6835182035618934	-0.5719993013603679
gene_0302	gene_0302	gene_0302	0.06925154125452915	0.19444387408452474
gene_0303	gene_0303	gene_0303	-0.7347359984400907	-0.4395804679745434
gene_0304	gene_0304	gene_0304	-0.5893419398393064	-0.8059308283590044
gene_0305	gene_0305	gene_0305	-0.3296294611521637	-0.365322274466506
gene_0306	gene_0306	gene_0306	-2.1916307814101565	-2.469651631190589
gene_0307	gene_0307	gene_0307	0.4891724251936843	0.947863007547179
gene_0308	gene_0308	gene_0308	0.18101379618824257	0.3961876413785583
gene_0309	gene_0309	gene_0309	-0.5753512442008754	-0.505257586777152
gene_0310	gene_0310	gene_0310	-0.24493362569659474	-0.11795226884321208
gene_0311	gene_0311	gene_0311	0.4141624851129824	0.7406781908396078
gene_0312	gene_0312	gene_0312	0.1411048435178477	0.2504274912238829
gene_0313	gene_0313	gene_0313	-0.583377466819798	-0.8605520475690599
gene_0314	gene_0314	gene_0314	-0.8060394641256314	-0.8735864344097262
gene_0315	gene_0315	gene_0315	-1.533989211009574	-2.2466539633642904
gene_0316	gene_0316	gene_0316	-1.073841292246035	-1.124568986048272
gene_0317	gene_0317	gene_0317	-0.5231236786884259	-0.6096795571706858
gene_0318	gene_0318	gene_0318	-0.0649875507489696	0.060879811123960445
gene_0319	gene_0319	gene_0319	-0.0762882093615837	0.23428079908215405
gene_0320	gene_0320	gene_0320	-0.9548183376057523	-1.141411279597565
gene_0321	gene_0321	gene_0321	-1.241576851108064	-1.3902094003347825
gene_0322	gene_0322	gene_0322	-0.9860855987443196	-1.4156036734854882
gene_0323	gene_0323	gene_0323	-1.238470618194467	-1.4380831540560142
gene_0324	gene_0324	gene_0324	-0.13748448896487198	0.21131474439371506
gene_0325	gene_0325	gene_0325	0.09491000331018584	0.37143684241391184
gene_0326	gene_0326	gene_0326	-0.16346729649495276	-0.24245396637658867
gene_0327	gene_0327	gene_0327	-1.1313003273392588	-0.9229018656031364
gene_0328	gene_0328	gene_0328	-1.03602355811365	-1.2829347144346297
gene_0329	gene_0329	gene_0329	0.2902361469507181	0.5089061328315396
gene_0330	gene_0330	gene_0330	-1.4647023712974554	-1.5140099082975231
gene_0331	gene_0331	gene_0331	-0.6369627923707282	-0.42528006912173966
gene_0332	gene_0332	gene_0332	-0.6364309597452397	-0.8795272059623214
gene_0333	gene_0333	gene_0333	-1.7337158571446845	-2.1459361255676717
gene_0334	gene_0334	gene_0334	-0.8172682431694315	-0.7052845920797801
gene_0335	gene_0335	gene_0335	-0.4534440650438617	-0.5911870569896635
gene_0336	gene_0336	gene_0336	-0.39117515760312127	-0.3286821177366922
gene_0337	gene_0337	gene_0337	-0.10580553567614463	-0.12085306659380235
gene_0338	gene_0338	gene_0338	0.10014690252327549	0.2311716517928711
gene_0339	gene_0339	gene_0339	-1.4054827324500796	-1.4037233424238909
gene_0340	gene_0340	gene_0340	-0.24349874793696313	-0.2938692775205707
gene_0341	gene_0341	gene_0341	-0.3239886231294602	-0.3530509261357723
gene_0342	gene_0342	gene_0342	-0.4689901402971349	-0.48581996531779875
gene_0343	gene_0343	gene_0343	-0.15089473629254233	-0.13589684671512464
gene_0344	gene_0344	gene_0344	0.021397739555906292	0.32769968641120417
gene_0345	gene_0345	gene_0345	-0.350898537956286	-0.10154913283652017
gene_0346	gene_0346	gene_0346	-0.14140350714197394	-0.14118527086303284
gene_0347	gene_0347	gene_0347	-0.5633825663218102	-0.47145580083317656
gene_0348	gene_0348	gene_0348	-0.35057746612475993	-0.3062675769273011
gene_0349	gene_0349	gene_0349	0.44752152442510146	0.7037156519741881
gene_0350	gene_0350	gene_0350	-0.4030853570186883	-0.3349758780331565
gene_0351	gene_0351	gene_0351	0.6834109107237333	1.0626947273958205
gene_0352	gene_0352	gene_0352	-0.8192706299236817	-1.111118258485335
gene_0353	gene_0353	gene_0353	-1.2366535777569814	-1.4613233434995418
gene_0354	gene_0354	gene_0354	-0.5932820881256524	-0.769824739401936
gene_0355	gene_0355	gene_0355	-0.34140706056390746	-0.2606063115589332
gene_0356	gene_0356	gene_0356	-1.333122197764779	-1.626057339669896
gene_0357	gene_0357	gene_0357	0.058420571792900375	0.47660195770945485
gene_0358	gene_0358	gene_0358	-1.4224681834849946	-1.5515105867273478
gene_0359	gene_0359	gene_0359	-0.36418336918364086	-0.42090796577147327
gene_0360	gene_0360	gene_0360	-0.7955443985702908	-0.8352368177242788
gene_0361	gene_0361	gene_0361	-1.0870502282050811	-1.011769458795299
gene_0362	gene_0362	gene_0362	-0.2751252623991315	0.13452984558964254
gene_0363	gene_0363	gene_0363	-2.393614435846263	-3.1643226248827814
gene_0364	gene_0364	gene_0364	-0.054648809815470885	-0.05099431771866301
gene_0365	gene_0365	gene_0365	-0.41272672373549596	-0.4607169818708791
gene_0366	gene_0366	gene_0366	0.02220503017622584	0.13645169883440111
gene_0367	gene_0367	gene_0367	-0.5208336484653556	-0.583965371417157
gene_0368	gene_0368	gene_0368	-0.7324407519748547	-0.6430578275626936
gene_0369	gene_0369	gene_0369	-2.099547045203412	-1.7653697062508873
gene_0370	gene_0370	gene_0370	-1.5407686876666644	-1.8296487218895183
gene_0371	gene_0371	gene_0371	-0.2050473539482037	-0.09046666240710478
gene_0372	gene_0372	gene_0372	-1.2913609755439523	-1.6321352557981434
