Query ID	Neighbor ID	Neighbor Pfam	SSN Query Cluster #	SSN Query Cluster Color	Query-Neighbor Distance	Query-Neighbor Directions
A0A172U9X4	A0A172UA77	PF00004-PF02861-PF07724-PF10431-PF17871	1	#FF0000	07	normal-complement
A0A1S1XY79	A0A1S1XYE7	PF00004-PF02861-PF07724-PF10431-PF17871	1	#FF0000	17	normal-complement
A0A1H3WU10	A0A1H3WUW8	PF00004-PF02861-PF07724-PF10431-PF17871	1	#FF0000	19	complement-complement
A0A0A1H2H7	A0A0A1H7A6	PF00004-PF02861-PF07724-PF10431-PF17871	1	#FF0000	19	normal-complement
A0A0S1S807	A0A0S1S8C4	PF00004-PF02861-PF07724-PF10431-PF17871	1	#FF0000	12	normal-complement
I3YZ63	I3YZ70	PF00004-PF02861-PF07724-PF10431-PF17871	1	#FF0000	07	complement-normal
A0A0Q2RW67	A0A0Q2RW40	PF00004-PF02861-PF07724-PF10431-PF17871	1	#FF0000	11	complement-normal
A0A1X1QYS2	A0A1X1QYU0	PF00004-PF02861-PF07724-PF10431-PF17871	1	#FF0000	10	normal-complement
X7Y6F2	X7Y5P3	PF00004-PF02861-PF07724-PF10431-PF17871	1	#FF0000	17	normal-complement
F2NMW0	F2NMX7	PF00004-PF02861-PF07724-PF10431-PF17871	1	#FF0000	17	normal-normal
A0A172U9X4	A0A172UA77	PF00004-PF02861-PF07724-PF10431-PF17871	1	#FF0000	07	normal-complement
A0A1S1XY79	A0A1S1XYE7	PF00004-PF02861-PF07724-PF10431-PF17871	1	#FF0000	17	normal-complement
A0A1H3WU10	A0A1H3WUW8	PF00004-PF02861-PF07724-PF10431-PF17871	1	#FF0000	19	complement-complement
A0A0A1H2H7	A0A0A1H7A6	PF00004-PF02861-PF07724-PF10431-PF17871	1	#FF0000	19	normal-complement
A0A0S1S807	A0A0S1S8C4	PF00004-PF02861-PF07724-PF10431-PF17871	1	#FF0000	12	normal-complement
I3YZ63	I3YZ70	PF00004-PF02861-PF07724-PF10431-PF17871	1	#FF0000	07	complement-normal
A0A0Q2RW67	A0A0Q2RW40	PF00004-PF02861-PF07724-PF10431-PF17871	1	#FF0000	11	complement-normal
A0A1X1QYS2	A0A1X1QYU0	PF00004-PF02861-PF07724-PF10431-PF17871	1	#FF0000	10	normal-complement
X7Y6F2	X7Y5P3	PF00004-PF02861-PF07724-PF10431-PF17871	1	#FF0000	17	normal-complement
F2NMW0	F2NMX7	PF00004-PF02861-PF07724-PF10431-PF17871	1	#FF0000	17	normal-normal
A0A172U9X4	A0A172UA77	PF00004-PF02861-PF07724-PF10431-PF17871	1	#FF0000	07	normal-complement
A0A1S1XY79	A0A1S1XYE7	PF00004-PF02861-PF07724-PF10431-PF17871	1	#FF0000	17	normal-complement
A0A1H3WU10	A0A1H3WUW8	PF00004-PF02861-PF07724-PF10431-PF17871	1	#FF0000	19	complement-complement
A0A0A1H2H7	A0A0A1H7A6	PF00004-PF02861-PF07724-PF10431-PF17871	1	#FF0000	19	normal-complement
A0A0S1S807	A0A0S1S8C4	PF00004-PF02861-PF07724-PF10431-PF17871	1	#FF0000	12	normal-complement
I3YZ63	I3YZ70	PF00004-PF02861-PF07724-PF10431-PF17871	1	#FF0000	07	complement-normal
A0A0Q2RW67	A0A0Q2RW40	PF00004-PF02861-PF07724-PF10431-PF17871	1	#FF0000	11	complement-normal
A0A1X1QYS2	A0A1X1QYU0	PF00004-PF02861-PF07724-PF10431-PF17871	1	#FF0000	10	normal-complement
X7Y6F2	X7Y5P3	PF00004-PF02861-PF07724-PF10431-PF17871	1	#FF0000	17	normal-complement
F2NMW0	F2NMX7	PF00004-PF02861-PF07724-PF10431-PF17871	1	#FF0000	17	normal-normal
A0A172U9X4	A0A172UA77	PF00004-PF02861-PF07724-PF10431-PF17871	1	#FF0000	07	normal-complement
A0A1S1XY79	A0A1S1XYE7	PF00004-PF02861-PF07724-PF10431-PF17871	1	#FF0000	17	normal-complement
C7RLG2	C7RLE7	PF00004-PF07724	1	#FF0000	15	normal-normal
C7RLG2	C7RLE7	PF00004-PF07724	1	#FF0000	15	normal-normal
A0A074M8F0	A0A074M3B6	PF00004-PF07724-PF10431	1	#FF0000	16	normal-complement
F8GHY2	F8GHG9	PF00004-PF07724-PF10431	1	#FF0000	11	complement-normal
A0A074M8F0	A0A074M3B6	PF00004-PF07724-PF10431	1	#FF0000	16	normal-complement
F8GHY2	F8GHG9	PF00004-PF07724-PF10431	1	#FF0000	11	complement-normal
A0A074M8F0	A0A074M3B6	PF00004-PF07724-PF10431	1	#FF0000	16	normal-complement
F8GHY2	F8GHG9	PF00004-PF07724-PF10431	1	#FF0000	11	complement-normal
A0A1G8RB07	A0A1G8R9T5	PF00004-PF12002-PF16193	1	#FF0000	15	complement-normal
A0A1I5DFY3	A0A1I5DGR1	PF00004-PF12002-PF16193	1	#FF0000	16	complement-complement
A0A179DBY1	A0A179DDS9	PF00004-PF12002-PF16193	1	#FF0000	02	normal-normal
A3WVW0	A3WVV0	PF00004-PF12002-PF16193	1	#FF0000	10	complement-complement
A0A177NS87	A0A177NST5	PF00004-PF12002-PF16193	1	#FF0000	12	normal-complement
A0A1Z4BV20	A0A1Z4BUQ9	PF00004-PF12002-PF16193	1	#FF0000	19	normal-normal
A0A1G8RB07	A0A1G8R9T5	PF00004-PF12002-PF16193	1	#FF0000	15	complement-normal
A0A1I5DFY3	A0A1I5DGR1	PF00004-PF12002-PF16193	1	#FF0000	16	complement-complement
A0A179DBY1	A0A179DDS9	PF00004-PF12002-PF16193	1	#FF0000	02	normal-normal
A3WVW0	A3WVV0	PF00004-PF12002-PF16193	1	#FF0000	10	complement-complement
A0A177NS87	A0A177NST5	PF00004-PF12002-PF16193	1	#FF0000	12	normal-complement
A0A1Z4BV20	A0A1Z4BUQ9	PF00004-PF12002-PF16193	1	#FF0000	19	normal-normal
A0A1G8RB07	A0A1G8R9T5	PF00004-PF12002-PF16193	1	#FF0000	15	complement-normal
A0A1I5DFY3	A0A1I5DGR1	PF00004-PF12002-PF16193	1	#FF0000	16	complement-complement
A0A179DBY1	A0A179DDS9	PF00004-PF12002-PF16193	1	#FF0000	02	normal-normal
A3WVW0	A3WVV0	PF00004-PF12002-PF16193	1	#FF0000	10	complement-complement
A0A177NS87	A0A177NST5	PF00004-PF12002-PF16193	1	#FF0000	12	normal-complement
A0A1Z4BV20	A0A1Z4BUQ9	PF00004-PF12002-PF16193	1	#FF0000	19	normal-normal
A0A1G7QW24	A0A1G7QV09	PF00004-PF17862	1	#FF0000	19	normal-complement
A0A1Q1FIG1	A0A1Q1FIJ1	PF00004-PF17862	1	#FF0000	14	normal-complement
A0A2G1WIB5	A0A2G1WID0	PF00004-PF17862	1	#FF0000	16	normal-complement
Q3IMN8	A0A1U7EZA6	PF00004-PF17862	1	#FF0000	10	normal-complement
A0A1G7QW24	A0A1G7QV09	PF00004-PF17862	1	#FF0000	19	normal-complement
A0A1Q1FIG1	A0A1Q1FIJ1	PF00004-PF17862	1	#FF0000	14	normal-complement
A0A2G1WIB5	A0A2G1WID0	PF00004-PF17862	1	#FF0000	16	normal-complement
Q3IMN8	A0A1U7EZA6	PF00004-PF17862	1	#FF0000	10	normal-complement
A0A0Q7ARR2	A0A0Q7ARR1	PF00004-PF17866	1	#FF0000	13	normal-normal
A0A0Q7ARR2	A0A0Q7ARR1	PF00004-PF17866	1	#FF0000	13	normal-normal
A0A1I3LTU3	A0A1I3LVJ7	PF00005	1	#FF0000	14	normal-complement
A0A0Q6RAM1	A0A0Q6RP82	PF00005	1	#FF0000	07	normal-normal
A0A0U5B7A7	A0A0U4WV62	PF00005	1	#FF0000	07	normal-normal
A0A2S0III6	A0A2S0IIH2	PF00005	1	#FF0000	11	normal-normal
A0A071LRI5	A0A071LR00	PF00005	1	#FF0000	02	normal-complement
A0A1G8DJ41	A0A1G8DHT6	PF00005	1	#FF0000	14	complement-normal
A0A1G8DJ41	A0A1G8DKX4	PF00005	1	#FF0000	19	complement-normal
A0A0F5AM96	A0A0F5AM28	PF00005	1	#FF0000	13	complement-normal
A0A0F5AM96	A0A0F5AMQ4	PF00005	1	#FF0000	03	complement-normal
A0A285IMU4	A0A285IMY2	PF00005	1	#FF0000	05	normal-complement
A0A2D4TYR4	A0A2E6Z4C7	PF00005	1	#FF0000	05	complement-normal
I1E2W5	I1E2V9	PF00005	1	#FF0000	06	normal-complement
A0A0P8BIT3	A0A0P7ZFV8	PF00005	1	#FF0000	03	normal-complement
A0A137S417	A0A137S3Y6	PF00005	1	#FF0000	03	normal-complement
A0A212T1N9	A0A212T1U0	PF00005	1	#FF0000	10	normal-complement
A0A212T1N9	A0A212T1F1	PF00005	1	#FF0000	19	normal-complement
M1F6F5	M1FB99	PF00005	1	#FF0000	12	normal-normal
M1F6F5	M1FBC2	PF00005	1	#FF0000	18	normal-complement
A0A095VRV3	A0A095VRW5	PF00005	1	#FF0000	20	normal-normal
A0A291P688	A0A291P698	PF00005	1	#FF0000	18	normal-complement
A0A1A8TG28	A0A1A8TH84	PF00005	1	#FF0000	14	complement-normal
A0A1A8TB00	A0A1A8TC38	PF00005	1	#FF0000	08	complement-complement
G4QL46	G4QGH2	PF00005	1	#FF0000	20	complement-normal
G4QL46	G4QL58	PF00005	1	#FF0000	12	complement-normal
A0A0F4QHF4	A0A0F4QEG0	PF00005	1	#FF0000	09	normal-normal
A0A0F4QHF4	A0A0F4QHG5	PF00005	1	#FF0000	10	normal-normal
Q1N3C7	Q1N3D7	PF00005	1	#FF0000	10	normal-complement
A0A0F4P8B7	A0A0F4P8A5	PF00005	1	#FF0000	15	normal-normal
A5G0Z4	A5G0X8	PF00005	1	#FF0000	16	complement-complement
A0A2U2CU83	A0A2U2CU31	PF00005	1	#FF0000	04	complement-normal
A0A2U2CU83	A0A2U2CU86	PF00005	1	#FF0000	12	complement-normal
A0A238J1Q0	A0A238J0A4	PF00005	1	#FF0000	06	complement-normal
A0A0P0A9U2	A0A0N9ZDL7	PF00005	1	#FF0000	03	normal-complement
A0A1C2E766	A0A1C2E796	PF00005	1	#FF0000	16	complement-complement
A0A0F5LE65	A0A0F5LDN2	PF00005	1	#FF0000	10	normal-normal
A0A1H8GX46	A0A1H8GVC8	PF00005	1	#FF0000	18	normal-complement
A0A1N7G2Z2	A0A1N7G3B2	PF00005	1	#FF0000	10	complement-normal
E0MTC6	E0MTA6	PF00005	1	#FF0000	20	complement-complement
E0MTC6	E0MTB3	PF00005	1	#FF0000	13	complement-complement
A0A1W2DS03	A0A1W2DSJ8	PF00005	1	#FF0000	19	normal-normal
A0A0Q7XWW2	A0A0Q7XQJ1	PF00005	1	#FF0000	14	complement-normal
A0A1L8PNC9	A0A1L8PN91	PF00005	1	#FF0000	13	normal-complement
A0A1L8PNC9	A0A1L8PNA0	PF00005	1	#FF0000	03	normal-normal
A0A1L8PNC9	A0A1L8PNB0	PF00005	1	#FF0000	15	normal-complement
A0A1Q9ADL5	A0A1Q9ADK1	PF00005	1	#FF0000	20	complement-normal
A0A1Q9ADL5	A0A1Q9ADL4	PF00005	1	#FF0000	09	complement-normal
A0A1Q9ADL5	A0A1Q9ADM4	PF00005	1	#FF0000	10	complement-normal
A0A1Q9ADL5	A0A1Q9ADN0	PF00005	1	#FF0000	13	complement-normal
A0A1Q8ZW73	A0A1Q8ZWB6	PF00005	1	#FF0000	18	normal-normal
A0A1Q8ZW73	A0A1Q8ZW85	PF00005	1	#FF0000	06	normal-normal
A0A1B0ZP99	A0A1B0ZP92	PF00005	1	#FF0000	10	normal-complement
A0A1B0ZP99	A0A1B0ZPB8	PF00005	1	#FF0000	06	normal-normal
A0A0P1H4W1	A0A0P1GSH6	PF00005	1	#FF0000	07	complement-normal
A0A0P1H4W1	A0A0P1GSQ0	PF00005	1	#FF0000	11	complement-normal
A0A1G6R0P5	A0A1G6R376	PF00005	1	#FF0000	06	normal-normal
A0A2U2CAP2	A0A2U2CAL1	PF00005	1	#FF0000	19	normal-normal
D0CPC5	D0CPC0	PF00005	1	#FF0000	05	complement-normal
D0CPC5	D0CPD0	PF00005	1	#FF0000	05	complement-complement
I7F4Z2	I7F2Q8	PF00005	1	#FF0000	12	normal-complement
A0A0Q8BSE8	A0A0Q8BV72	PF00005	1	#FF0000	05	complement-normal
A0A0P7WDS5	A0A0P7WY09	PF00005	1	#FF0000	05	normal-normal
A0A074MKM4	A0A074MKM8	PF00005	1	#FF0000	05	normal-normal
A0A2G1QN58	A0A2G1QMX1	PF00005	1	#FF0000	17	normal-normal
A0A2G1QN58	A0A2G1QMY1	PF00005	1	#FF0000	07	normal-complement
A0A238KEX4	A0A238KEV4	PF00005	1	#FF0000	10	normal-complement
A0A1Y5RUD0	A0A1Y5RUM6	PF00005	1	#FF0000	14	normal-complement
A0A2V1P957	A0A2V1P5A2	PF00005	1	#FF0000	07	complement-complement
A0A1N7N8G4	A0A1N7N876	PF00005	1	#FF0000	11	complement-complement
A0A1N7N8G4	A0A1N7N8P7	PF00005	1	#FF0000	07	complement-normal
A0A0L6CTD8	A0A0L6CU87	PF00005	1	#FF0000	04	complement-normal
A0A127CQV4	A0A127CQS0	PF00005	1	#FF0000	19	normal-complement
A0A127CQV4	A0A127CQX4	PF00005	1	#FF0000	05	normal-complement
A0A222F943	A0A222F848	PF00005	1	#FF0000	11	normal-complement
A0A1H8C078	A0A1H8C136	PF00005	1	#FF0000	08	complement-normal
A0A1H8C078	A0A1H8C1C7	PF00005	1	#FF0000	09	complement-normal
A0A1G5HPV2	A0A1G5HQ24	PF00005	1	#FF0000	05	normal-normal
A0A1G5HPV2	A0A1G5HR56	PF00005	1	#FF0000	15	normal-complement
A0A1G5HPV2	A0A1G5HR76	PF00005	1	#FF0000	16	normal-complement
A0A255YZ64	A0A255YZ99	PF00005	1	#FF0000	08	normal-complement
A0A0D6T8I2	A0A0D6T8H8	PF00005	1	#FF0000	15	complement-complement
A0A1H6VYG8	A0A1H6VZK0	PF00005	1	#FF0000	09	normal-normal
A0A1H6VYG8	A0A1H6WC93	PF00005	1	#FF0000	10	normal-normal
A0A1H6VYG8	A0A1H6WDC3	PF00005	1	#FF0000	13	normal-complement
A0A285T5Z3	A0A285T1L8	PF00005	1	#FF0000	11	complement-normal
A0A1H3WU10	A0A1H3WV50	PF00005	1	#FF0000	16	complement-complement
A0A1Y5S375	A0A1Y5S4X0	PF00005	1	#FF0000	06	complement-normal
A0A1M5SGH7	A0A1M5SEK4	PF00005	1	#FF0000	16	complement-normal
A0A1M5SGH7	A0A1M5SFV6	PF00005	1	#FF0000	08	complement-normal
A0A074JF46	A0A074K0P0	PF00005	1	#FF0000	08	normal-normal
A0A1G8RB07	A0A1G8RAC5	PF00005	1	#FF0000	07	complement-normal
A0A1H3L331	A0A1H3L3W6	PF00005	1	#FF0000	03	complement-normal
A0A166SQC4	A0A166TVR5	PF00005	1	#FF0000	09	normal-complement
A3K4X1	A3K4W6	PF00005	1	#FF0000	05	normal-normal
A0A1M6LVL9	A0A1M6LWV5	PF00005	1	#FF0000	14	complement-complement
A0A1X6ZBE1	A0A1X6ZBK0	PF00005	1	#FF0000	13	complement-normal
A0A1I5Q3V6	A0A1I5Q295	PF00005	1	#FF0000	15	normal-normal
A0A1I5Q3V6	A0A1I5Q517	PF00005	1	#FF0000	15	normal-complement
A0A0B3SW27	A0A0B3SW33	PF00005	1	#FF0000	05	normal-complement
A0A1B6YFP1	A0A1B6YFR2	PF00005	1	#FF0000	14	complement-normal
A0A2R8A6M5	A0A2R8A6K8	PF00005	1	#FF0000	15	complement-complement
X7F3L9	X7F409	PF00005	1	#FF0000	19	normal-normal
X7F3L9	X7F3L2	PF00005	1	#FF0000	05	normal-complement
A0A2G2HX66	A0A2G2HXI0	PF00005	1	#FF0000	14	normal-complement
A0A099TCM5	A0A099TC47	PF00005	1	#FF0000	03	complement-complement
A0A1Q4URD6	A0A1Q4URN8	PF00005	1	#FF0000	03	complement-complement
F9ZLI8	F9ZLH8	PF00005	1	#FF0000	10	complement-complement
A0A0W1RRU5	A0A0W1RTA8	PF00005	1	#FF0000	16	complement-complement
D0KWS7	D0KX74	PF00005	1	#FF0000	14	complement-normal
A4YQE4	A4YQC6	PF00005	1	#FF0000	18	normal-normal
A4YQE4	A4YQC7	PF00005	1	#FF0000	17	normal-normal
A0A1I4AXD6	A0A1I4AVD0	PF00005	1	#FF0000	12	normal-complement
A5V003	A5UZY3	PF00005	1	#FF0000	20	complement-complement
A0A1U7JLQ9	A0A1U7JLR6	PF00005	1	#FF0000	18	normal-normal
A0A2U2XD93	A0A2U2XCZ4	PF00005	1	#FF0000	17	complement-normal
A0A1M7KFF8	A0A1M7KFB8	PF00005	1	#FF0000	03	normal-normal
K9HAS4	K9HAQ9	PF00005	1	#FF0000	15	complement-normal
K9HAS4	K9GSE7	PF00005	1	#FF0000	14	complement-normal
A0A2U3D613	A0A2U3D602	PF00005	1	#FF0000	17	normal-complement
J9ZCX0	J9ZBR2	PF00005	1	#FF0000	11	normal-complement
J9ZDQ4	J9ZBR2	PF00005	1	#FF0000	18	normal-complement
A0A149W153	A0A149W149	PF00005	1	#FF0000	15	complement-normal
A0A149W153	A0A149W172	PF00005	1	#FF0000	20	complement-normal
A0A191ZK07	A0A191ZDP5	PF00005	1	#FF0000	04	complement-complement
A0A0A1H2H7	A0A0A1H5G7	PF00005	1	#FF0000	14	normal-complement
A0A1H2IPM5	A0A1H2IPZ5	PF00005	1	#FF0000	13	normal-normal
A0A1T4XG62	A0A1T4XGA8	PF00005	1	#FF0000	05	complement-normal
A0A2U1C9T4	A0A2U1C9S6	PF00005	1	#FF0000	14	normal-complement
A0A068YQL2	A0A068YQ81	PF00005	1	#FF0000	04	complement-complement
A0A239KBK1	A0A239KCK5	PF00005	1	#FF0000	17	complement-normal
A0A151JFA2	A0A151JEQ0	PF00005	1	#FF0000	14	complement-complement
A0A1H6CB77	A0A1H6CAP8	PF00005	1	#FF0000	08	complement-complement
A0A1H6CB77	A0A1H6CCE1	PF00005	1	#FF0000	07	complement-complement
Q9KRQ4	Q9KRR8	PF00005	1	#FF0000	14	normal-normal
A0A1I4X7P1	A0A1I4X8V1	PF00005	1	#FF0000	18	complement-complement
A4XTW5	A4XTV2	PF00005	1	#FF0000	13	normal-complement
F6ADY2	F6ADY6	PF00005	1	#FF0000	04	complement-complement
A0A024HFH1	A0A024HF10	PF00005	1	#FF0000	19	normal-complement
A0A126ZBX7	A0A126ZDG7	PF00005	1	#FF0000	07	normal-complement
A0A254NDV1	A0A254N5C3	PF00005	1	#FF0000	17	complement-complement
A0A2N6DRE4	A0A2N6DRF9	PF00005	1	#FF0000	16	complement-normal
A0A2S5SRF4	A0A2S5SRI2	PF00005	1	#FF0000	17	complement-complement
A0A0A0DX39	A0A0A0DTC7	PF00005	1	#FF0000	09	complement-complement
D8IV80	D8IV90	PF00005	1	#FF0000	10	normal-complement
W8X1V5	W8X1X2	PF00005	1	#FF0000	20	normal-complement
M5T7I0	M5T7G1	PF00005	1	#FF0000	06	complement-complement
M5T7I0	M5T7J7	PF00005	1	#FF0000	20	complement-normal
A0A0A0HSH5	A0A0A0HV11	PF00005	1	#FF0000	12	normal-complement
A0A2T0RLN1	A0A2T0RLT1	PF00005	1	#FF0000	14	complement-complement
